Id,Form,Lemma,UPosTag,XPosTag,Feats,Head,DepRel,Deps,Misc
717,там,там,ADV,_,_,_,_,_,words-aal#@aal1975m#138.547#138.845
718,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#138.845#139.143
719,три,три,NUM,_,Case=Acc,_,_,_,words-aal#@aal1975m#139.143#139.441
720,года,год,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#139.441#139.739
721,у,у,ADP,_,_,_,_,_,words-aal#@aal1975m#139.739#140.037
722,него,он,PRON,_,Case=Gen|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#140.037#140.335
723,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#140.335#140.633
724,канале,канал,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#140.633#140.931
725,сразу,сразу,ADV,_,_,_,_,_,words-aal#@aal1975m#140.931#141.229
726,там,там,ADV,_,_,_,_,_,words-aal#@aal1975m#141.229#141.527
727,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#141.527#141.825
728,полтора,полтора,NUM,_,Case=Nom|Gender=Masc,_,_,_,words-aal#@aal1975m#141.825#142.123
729,миллиона,миллион,NUM,_,Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#142.123#142.421
730,просмотров,просмотр,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#142.421#142.73
731,почему,почему,ADV,_,"_
",_,_,_,words-aal#@aal1975m#165.352#165.677
732,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#165.677#166.002
733,обосрал,обосрать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#166.002#166.327
734,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#166.327#166.652
735,сделал,сделать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#166.652#166.977
736,охуенный,охуенный,ADJ,_,Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#166.977#167.302
737,обзор,обзор,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#167.302#167.627
738,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#167.764#167.918
739,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#167.918#168.072
740,это,это,PART,_,"_
",_,_,_,words-aal#@aal1975m#168.072#168.226
741,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#168.226#168.38
742,ааа,ааа,"INTJ
",_,"_
",_,_,_,words-aal#@aal1975m#168.38#168.534
743,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#168.534#168.688
744,его,он,DET,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#168.688#168.842
745,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#168.842#168.996
746,его,его,PRON,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#168.996#169.15
747,вы...,вы...,"X
",_,_,_,_,_,words-aal#@aal1975m#169.15#169.313
748,смотрел,смотреть,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#170.032#171.225
749,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#185.262#185.521
750,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#185.521#185.78
751,подумал,подумать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#185.78#186.039
752,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#186.039#186.298
753,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#186.298#186.557
754,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#186.557#186.816
755,хочет,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#186.816#187.075
756,повторять,повторять,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#187.075#187.334
757,Хованского,Хованский,"PROPN
",_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#187.334#187.593
758,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#187.593#187.852
759,хочет,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#187.852#188.111
760,чо-то,что-то,ADV,_,"Case=Acc
",_,_,_,words-aal#@aal1975m#188.111#188.37
761,более,"много
",ADV,_,Degree=Cmp,_,_,_,words-aal#@aal1975m#188.37#188.629
762,оригинального,оригинальный,ADJ,_,Case=Gen|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#188.629#188.888
763,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#188.888#189.147
764,но,но,CCONJ,_,_,_,_,_,words-aal#@aal1975m#189.147#189.406
765,Хованский,Хованский,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#189.406#189.665
766,же,же,PART,_,_,_,_,_,words-aal#@aal1975m#189.665#189.924
767,поставил,поставить,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#189.924#190.183
768,себе,себя,PRON,_,Case=Dat,_,_,_,words-aal#@aal1975m#190.183#190.442
769,этот,этот,DET,_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#190.442#190.701
770,логотип,логотип,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#190.701#190.96
771,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#190.96#191.219
772,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#191.219#191.478
773,же,же,PART,_,_,_,_,_,words-aal#@aal1975m#191.478#191.737
774,работает,работать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#191.737#191.996
775,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#191.996#192.255
776,вот,вот,PART,_,_,_,_,_,words-aal#@aal1975m#192.255#192.514
777,шапку,шапка,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#192.514#192.773
778,себе,себя,PRON,_,Case=Dat,_,_,_,words-aal#@aal1975m#192.773#193.032
779,сделал,делать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#193.032#193.291
780,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#193.291#193.55
781,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#193.55#193.809
782,же,же,PART,_,_,_,_,_,words-aal#@aal1975m#193.809#194.068
783,клёво,клёво,ADV,_,Degree=Pos,_,_,_,words-aal#@aal1975m#194.068#194.327
784,выглядит,выглядеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#194.327#194.586
785,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#194.586#194.845
786,то,то,SCONJ,_,_,_,_,_,words-aal#@aal1975m#194.845#195.104
787,что,что,PRON,_,Case=Nom,_,_,_,words-aal#@aal1975m#195.104#195.363
788,казалось,казаться,VERB,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,words-aal#@aal1975m#195.363#195.622
789,невозможным,невозможный,ADJ,_,Case=Ins|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#195.622#195.918
790,если,если,SCONJ,_,_,_,_,_,words-aal#@aal1975m#196.0#196.227
791,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,words-aal#@aal1975m#196.227#196.454
792,вспомнишь,вспомнить,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#196.454#196.681
793,три,три,NUM,_,Case=Acc,_,_,_,words-aal#@aal1975m#196.681#196.908
794,года,год,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#196.908#197.135
795,назад,назад,ADV,_,"_
",_,_,_,words-aal#@aal1975m#197.135#197.362
796,считалось,считать,VERB,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Pass,_,_,_,words-aal#@aal1975m#197.362#197.589
797,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#197.589#197.816
798,самая,самый,"DET
",_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#197.816#198.043
799,безумная,безумный,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#198.043#198.27
800,ересь,ересь,"NOUN
",_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,words-aal#@aal1975m#198.27#198.497
801,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#198.497#198.724
802,свете,свет,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#198.724#198.951
803,логотип,логотип,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#198.951#199.178
804,Джон,Джон,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#199.178#199.405
805,Фёдор,Фёдор,"PROPN
",_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#199.405#199.632
806,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#199.632#199.859
807,так,так,ADV,_,_,_,_,_,words-aal#@aal1975m#199.859#200.086
808,и,и,CCOJ,_,_,_,_,_,words-aal#@aal1975m#200.086#200.313
809,щас,"сейчас
","ADV
",_,_,_,_,_,words-aal#@aal1975m#200.313#200.54
810,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#200.54#200.767
811,когда,когда,SCONJ,_,_,_,_,_,words-aal#@aal1975m#200.767#200.994
812,люди,человек,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#200.994#201.221
813,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#201.221#201.448
814,него,он,PRON,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#201.448#201.675
815,смотрят,смотреть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#201.675#201.902
816,они,они,PRON,_,Case=Nom|Number=Plur|Person=3,_,_,_,words-aal#@aal1975m#201.902#202.129
817,такие,такой,DET,_,Case=Nom|Number=Plur,_,_,_,words-aal#@aal1975m#202.129#202.356
818,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#202.356#202.583
819,а,а,CCONJ,_,_,_,_,_,words-aal#@aal1975m#202.583#202.81
820,чо,что,"PRON
",_,Case=Nom,_,_,_,words-aal#@aal1975m#202.81#203.037
821,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#203.037#203.264
822,так,так,ADV,_,_,_,_,_,words-aal#@aal1975m#203.264#203.364
823,-,-,"PUNCT
",_,_,_,_,_,words-aal#@aal1975m#203.364#203.401
824,то,то,PART,_,_,_,_,_,words-aal#@aal1975m#203.401#203.491
825,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#203.491#203.718
826,это,это,PART,_,_,_,_,_,words-aal#@aal1975m#203.718#203.945
827,же,же,PART,_,_,_,_,_,words-aal#@aal1975m#203.945#204.172
828,отличный,отличный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#204.172#204.399
829,понятный,понятный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#204.399#204.626
830,логотип,логотип,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#204.626#204.853
831,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#204.853#205.08
832,хороший,хороший,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#205.08#205.307
833,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#205.307#205.534
834,нейтральный,нейтральный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#205.534#205.761
835,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#205.761#205.988
836,нежный,нежный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#205.988#206.215
837,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#206.215#206.442
838,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#206.442#206.669
839,фоне,фон,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#206.669#206.896
840,того,то,DET,_,Case=Acc|Number=Sing,_,_,_,words-aal#@aal1975m#206.896#207.123
841,что,что,PRON,_,Case=Acc,_,_,_,words-aal#@aal1975m#207.123#207.35
842,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,words-aal#@aal1975m#207.35#207.577
843,делаем,делать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#207.577#207.804
844,сейчас,сейчас,ADV,_,"_
",_,_,_,words-aal#@aal1975m#207.804#208.039
845,а,а,CCONJ,_,_,_,_,_,words-aal#@aal1975m#208.156#208.416
846,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#208.416#208.676
847,что,что,PRON,_,Case=Acc,_,_,_,words-aal#@aal1975m#208.676#208.936
848,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,words-aal#@aal1975m#208.936#209.196
849,будем,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#209.196#209.456
850,делать,делать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,words-aal#@aal1975m#209.456#209.716
851,через,через,ADP,_,_,_,_,_,words-aal#@aal1975m#209.716#209.976
852,три,три,NUM,_,Animacy=Inan|Case=Acc,_,_,_,words-aal#@aal1975m#209.976#210.236
853,года,год,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#210.236#210.496
854,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#210.496#210.756
855,тебе,ты,PRON,_,Case=Dat|Number=Sing|Person=2,_,_,_,words-aal#@aal1975m#210.756#211.016
856,Хованский,Хованский,PROPN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#211.016#211.276
857,начнет,начать,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#211.276#211.536
858,нравиться,нравиться,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Mid,_,_,_,words-aal#@aal1975m#211.536#211.803
859,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,words-aal#@aal1975m#211.921#212.136
860,поймешь,понять,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#212.136#212.351
861,что,что,SCONJ,_,,_,_,_,words-aal#@aal1975m#212.351#212.566
862,блять,блять,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#212.566#212.781
863,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#212.781#212.996
864,всё,весь,"PRON
",_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#212.996#213.211
865,же,же,PART,_,_,_,_,_,words-aal#@aal1975m#213.211#213.426
866,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#213.426#213.641
867,это,это,PART,_,"_
",_,_,_,words-aal#@aal1975m#213.641#213.856
868,самый,самый,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#213.856#214.071
869,нормальный,нормальный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#214.071#214.286
870,логотип,логотип,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#214.286#214.501
871,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#214.501#214.716
872,вообще,вообще,ADV,_,_,_,_,_,words-aal#@aal1975m#214.716#214.931
873,на,на,ADP,_,_,_,_,_,words-aal#@aal1975m#214.931#215.146
874,свете,свет,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#215.146#215.372
875,а,а,CCONJ,_,_,_,_,_,words-aal#@aal1975m#216.078#216.234
876,Пора,Пора,"PROPN
",_,_,_,_,_,words-aal#@aal1975m#216.234#216.39
877,Валить,Валить,PROPN,_,_,_,_,_,words-aal#@aal1975m#216.39#216.546
878,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#216.546#216.702
879,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#216.702#216.858
880,к,к,ADP,_,_,_,_,_,words-aal#@aal1975m#216.858#217.014
881,чему,что,PRON,_,Case=Dat,_,_,_,words-aal#@aal1975m#217.014#217.17
882,у,у,ADP,_,_,_,_,_,words-aal#@aal1975m#217.17#217.326
883,него,он,PRON,_,Case=Gen|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#217.326#217.482
884,претензия,претензия,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#217.482#217.638
885,у,у,ADP,_,_,_,_,_,words-aal#@aal1975m#217.638#217.794
886,Усачева,Усачева,PROPN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#217.794#217.96
887,к,к,ADP,_,_,_,_,_,words-aal#@aal1975m#218.058#218.332
888,тому,то,PRON,_,Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#218.332#218.606
889,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#218.606#218.88
890,он,он,PRON,_,_,_,_,_,words-aal#@aal1975m#218.88#219.154
891,слишком,слишком,ADV,_,_,_,_,_,words-aal#@aal1975m#219.154#219.428
892,нормальный,нормальный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#219.428#219.704
893,почему,почему,ADV,_,_,_,_,_,words-aal#@aal1975m#223.862#224.089
894,буквы,буква,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur,_,_,_,words-aal#@aal1975m#224.089#224.316
895,они,они,PRON,_,Case=Nom|Number=Plur|Person=3,_,_,_,words-aal#@aal1975m#224.316#224.543
896,же,же,PART,_,_,_,_,_,words-aal#@aal1975m#224.543#224.77
897,уходит,уходить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#224.77#224.997
898,так,так,ADV,_,_,_,_,_,words-aal#@aal1975m#224.997#225.224
899,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#225.224#225.451
900,ууу,ууу,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#225.451#225.678
901,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#225.678#225.905
902,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#225.905#226.132
903,телепорт,телепорт,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#226.132#226.359
904,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#226.359#226.586
905,это,это,PART,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#226.586#226.813
906,же,же,PART,_,_,_,_,_,words-aal#@aal1975m#226.813#227.04
907,замечательно,замечательный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,words-aal#@aal1975m#227.04#227.274
908,ну,ну,PART,_,_,_,_,_,words-aal#@aal1975m#252.607#253.107
909,да,да,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#253.107#253.607
910,да,да,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#253.686#253.986
911,все,весь,PRON,_,Case=Nom|Number=Plur,_,_,_,words-aal#@aal1975m#253.986#254.286
912,отбились,отбиться,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,words-aal#@aal1975m#254.286#254.588
913,нет,нет,"INTJ
",_,_,_,_,_,words-aal#@aal1975m#263.294#263.533
914,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#263.533#263.772
915,всё,весь,PRON,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#263.772#264.011
916,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#264.011#264.25
917,всё,все,PRON,_,Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#264.25#264.489
918,хорошо,хорошо,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,words-aal#@aal1975m#264.489#264.728
919,кроме,кроме,ADP,_,_,_,_,_,words-aal#@aal1975m#264.728#264.967
920,слова,слово,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#264.967#265.206
921,треш,треш,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur,_,_,_,words-aal#@aal1975m#265.206#265.451
922,потому,потому,SCONJ,_,_,_,_,_,words-aal#@aal1975m#265.529#265.883
923,что,что,SCONJ,_,_,_,_,_,words-aal#@aal1975m#265.883#266.237
924,дизайн,дизайн,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#266.237#266.591
925,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#266.591#266.945
926,если,если,SCONJ,_,_,_,_,_,words-aal#@aal1975m#266.945#267.299
927,его,он,PRON,_,Case=Acc|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#267.299#267.653
928,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#267.653#268.007
929,обсуждали,обсуждать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#268.007#268.361
930,это,это,PART,_,_,_,_,_,words-aal#@aal1975m#268.361#268.715
931,мое,мой,DET,_,Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#268.715#269.069
932,абсолютное,абсолютный,ADJ,_,Case=Acc|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#269.069#269.423
933,убеждение,убеждение,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,words-aal#@aal1975m#269.423#269.777
934,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#269.777#270.131
935,не,не,PART,_,Polarity=Neg,_,_,_,words-aal#@aal1975m#270.131#270.485
936,удался,удаться,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,words-aal#@aal1975m#270.485#270.843
937,дизайн,дизайн,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#270.98#271.331
938,надо,надо,PRED,_,_,_,_,_,words-aal#@aal1975m#271.331#271.682
939,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#271.682#272.033
940,чтобы,чтобы,SCONJ,_,_,_,_,_,words-aal#@aal1975m#272.033#272.384
941,обсуждали,обсуждать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#272.384#272.735
942,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#272.735#273.086
943,и,и,CCONJ,_,_,_,_,_,words-aal#@aal1975m#273.086#273.437
944,наш,наш,DET,_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#273.437#273.788
945,дизайн,дизайн,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#273.788#274.139
946,обсуждают,обсуждать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#274.139#274.49
947,постоянно,постоянно,ADV,_,_,_,_,_,words-aal#@aal1975m#274.49#274.843
948,в,в,ADP,_,_,_,_,_,words-aal#@aal1975m#277.117#277.344
949,смысле,смысл,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,words-aal#@aal1975m#277.344#277.571
950,когда,когда,SCONJ,_,_,_,_,_,words-aal#@aal1975m#277.571#277.798
951,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,_,_,_,words-aal#@aal1975m#277.798#278.025
952,был,быть,AUX,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,words-aal#@aal1975m#278.025#278.252
953,сделан,cделать,VERB,_,Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass,_,_,_,words-aal#@aal1975m#278.252#278.479
954,/,/,PUNCT,_,_,_,_,_,words-aal#@aal1975m#278.479#278.706
955,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,words-aal#@aal1975m#278.706#278.933
